				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	1750	2000	0.1	8.254	2.017	0.33	4.1	25.0	7.986	1.986	0.422	4.0	18.9		0.8	
250	1750	2000	0.2	8.007	2.059	0.49	3.9	16.3	8.159	1.988	0.465	4.1	17.5		1.1	
250	1750	2000	0.3	8.344	2.015	0.463	4.1	18.0	8.148	2.007	0.353	4.1	23.1		1.3	
250	1750	2000	0.4	8.103	1.921	0.415	4.2	19.5	8.131	1.989	0.322	4.1	25.3		1.3	
250	1750	2000	0.5	8.394	1.974	0.367	4.3	22.9	8.183	1.979	0.429	4.1	19.1		0.9	
250	2000	2000	0	9.174	2.308	0.483	4.0	19.0	9.367	2.343	0.741	4.0	12.6		0.7	
250	2000	2000	0.1	9.576	2.213	0.378	4.3	25.3	9.26	2.371	0.5	3.9	18.5		0.8	
250	2000	2000	0.2	9.467	2.336	0.381	4.1	24.8	9.151	2.457	0.584	3.7	15.7		0.7	
250	2000	2000	0.3	9.335	2.21	0.442	4.2	21.1	9.17	2.372	0.477	3.9	19.2		0.9	
250	2000	2000	0.4	9.603	2.221	0.425	4.3	22.6	9.486	2.255	0.476	4.2	19.9		0.9	
250	2000	2000	0.5	9.141	2.398	0.477	3.8	19.2	9.342	2.243	0.429	4.2	21.8		1.1	
250	2250	2000	0	10.634	2.524	0.441	4.2	24.1	10.551	2.579	0.428	4.1	24.7		1.0	
250	2250	2000	0.1	10.787	2.533	0.491	4.3	22.0	10.46	2.685	0.461	3.9	22.7		1.1	
250	2250	2000	0.2	10.702	2.587	0.446	4.1	24.0	10.314	2.739	0.387	3.8	26.7		1.2	
250	2250	2000	0.3	10.69	2.655	0.464	4.0	23.0	10.332	2.772	0.381	3.7	27.1		1.2	
250	2250	2000	0.4	10.743	2.619	0.4	4.1	26.9	10.442	2.649	0.493	3.9	21.2		0.8	
250	2250	2000	0.5	10.716	2.627	0.425	4.1	25.2	10.459	2.618	0.488	4.0	21.4		0.9	
250	2500	2000	0	11.998	2.896	0.496	4.1	24.2	11.688	2.928	0.531	4.0	22.0		0.9	
250	2500	2000	0.1	12.288	2.894	0.395	4.2	31.1	11.628	2.929	0.577	4.0	20.2		0.7	
250	2500	2000	0.2	11.952	2.883	0.412	4.1	29.0	11.626	2.929	0.528	4.0	22.0		0.8	
250	2500	2000	0.3	11.855	2.972	0.485	4.0	24.4	11.64	2.922	0.568	4.0	20.5		0.9	
250	2500	2000	0.4	11.697	3.022	0.46	3.9	25.4	11.768	3.007	0.413	3.9	28.5		1.1	
250	2500	2000	0.5	11.798	2.9	0.448	4.1	26.3	14.588	3.033	0.36	4.8	40.5		1.2	
250	2750	2000	0	12.971	3.258	0.457	4.0	28.4	12.839	3.24	0.512	4.0	25.1		0.9	
250	2750	2000	0.1	12.815	3.506	0.513	3.7	25.0	12.966	3.26	0.454	4.0	28.6		1.1	
250	2750	2000	0.2	12.767	3.481	0.438	3.7	29.1	12.857	3.162	0.434	4.1	29.6		1.0	
250	2750	2000	0.3	13.02	3.296	0.45	4.0	28.9	12.934	3.355	0.429	3.9	30.1		1.0	
250	2750	2000	0.4	13.052	3.186	0.404	4.1	32.3	12.833	3.394	0.608	3.8	21.1		0.7	
250	2750	2000	0.5	12.959	3.475	0.486	3.7	26.7	12.837	3.245	0.587	4.0	21.9		0.8	
250	3000	2000	0	14.173	3.619	0.459	3.9	30.9	13.804	3.713	0.57	3.7	24.2		0.8	
250	3000	2000	0.1	14.203	3.52	0.596	4.0	23.8	14.98	3.571	0.726	4.2	20.6		0.8	
250	3000	2000	0.2	14.11	3.791	0.535	3.7	26.4	13.784	3.682	0.491	3.7	28.1		1.1	
250	3000	2000	0.3	14.196	3.521	0.456	4.0	31.1	14.132	3.586	0.532	3.9	26.6		0.9	
250	3000	2000	0.4	14.214	3.593	0.455	4.0	31.2	13.984	3.552	0.567	3.9	24.7		0.8	
250	3000	2000	0.5	14.248	3.764	0.439	3.8	32.5	13.912	3.696	0.64	3.8	21.7		0.7	
250	3250	2000	0	15.498	3.992	0.483	3.9	32.1	15.205	3.833	0.655	4.0	23.2		0.7	
250	3250	2000	0.1	15.504	4.016	0.567	3.9	27.3	15.211	3.958	0.56	3.8	27.2		1.0	
250	3250	2000	0.2	15.501	4.023	0.554	3.9	28.0	15.073	3.86	0.628	3.9	24.0		0.9	
250	3250	2000	0.3	15.559	4.018	0.519	3.9	30.0	16.154	3.901	0.635	4.1	25.4		0.8	
250	3250	2000	0.4	15.457	4.028	0.52	3.8	29.7	15.107	3.946	0.569	3.8	26.6		0.9	
250	3250	2000	0.5	15.537	3.848	0.482	4.0	32.2	15.362	3.846	0.687	4.0	22.4		0.7	
250	3500	2000	0	16.818	4.448	0.438	3.8	38.4	17.042	4.168	0.668	4.1	25.5		0.7	
250	3500	2000	0.1	16.599	4.271	0.476	3.9	34.9	16.131	4.329	0.643	3.7	25.1		0.7	
250	3500	2000	0.2	17.069	4.438	0.507	3.8	33.7	16.295	4.144	0.679	3.9	24.0		0.7	
250	3500	2000	0.3	17.247	4.394	0.468	3.9	36.9	16.444	4.158	0.779	4.0	21.1		0.6	
250	3500	2000	0.4	16.667	4.29	0.482	3.9	34.6	16.256	4.342	0.808	3.7	20.1		0.6	
250	3500	2000	0.5	16.718	4.253	0.546	3.9	30.6	16.301	4.124	0.797	4.0	20.5		0.7	
250	3750	2000	0	18.003	4.663	0.548	3.9	32.9	21.44	4.657	0.866	4.6	24.8		0.6	
250	3750	2000	0.1	17.787	4.872	0.642	3.7	27.7	17.582	4.401	0.643	4.0	27.3		1.0	
250	3750	2000	0.2	17.904	4.875	0.631	3.7	28.4	17.62	4.49	0.736	3.9	23.9		0.9	
250	3750	2000	0.3	17.816	4.88	0.648	3.7	27.5	17.627	4.466	0.806	3.9	21.9		0.8	
250	3750	2000	0.4	17.821	4.885	0.529	3.6	33.7	17.641	4.461	0.656	4.0	26.9		0.8	
250	3750	2000	0.5	17.917	4.946	0.634	3.6	28.3	17.302	4.798	0.978	3.6	17.7		0.6	
250	4000	2000	0	19.338	4.956	0.646	3.9	29.9	18.409	4.934	0.95	3.7	19.4		0.7	
250	4000	2000	0.1	19.336	4.773	0.61	4.1	31.7	18.514	4.779	0.813	3.9	22.8		0.8	
250	4000	2000	0.2	19.579	4.803	0.597	4.1	32.8	18.727	4.768	0.624	3.9	30.0		1.0	
250	4000	2000	0.3	19.357	4.888	0.549	4.0	35.3	18.778	4.747	0.633	4.0	29.7		0.9	
250	4000	2000	0.4	19.328	4.829	0.54	4.0	35.8	18.754	4.813	0.662	3.9	28.3		0.8	
250	4000	2000	0.5	19.396	4.82	0.561	4.0	34.6	18.778	4.808	0.698	3.9	26.9		0.8	
250	4250	2000	0	20.57	5.044	0.545	4.1	37.7	20.082	5.063	0.811	4.0	24.8		0.7	
250	4250	2000	0.1	20.514	5.135	0.473	4.0	43.4	19.932	5.062	0.638	3.9	31.2		0.7	
250	4250	2000	0.2	20.381	5.239	0.474	3.9	43.0	19.946	5.069	0.687	3.9	29.0		0.7	
250	4250	2000	0.3	20.276	5.247	0.542	3.9	37.4	19.976	5.065	0.757	3.9	26.4		0.7	
250	4250	2000	0.4	20.433	5.165	0.558	4.0	36.6	19.791	5.158	1.185	3.8	16.7		0.5	
250	4250	2000	0.5	20.577	5.043	0.628	4.1	32.8	19.582	5.406	0.893	3.6	21.9		0.7	
250	4500	2000	0	21.644	5.615	0.588	3.9	36.8	20.912	5.592	0.799	3.7	26.2		0.7	
250	4500	2000	0.1	21.888	5.658	0.478	3.9	45.8	21.052	5.375	0.789	3.9	26.7		0.6	
250	4500	2000	0.2	21.692	5.643	0.494	3.8	43.9	21.065	5.378	0.835	3.9	25.2		0.6	
250	4500	2000	0.3	21.665	5.672	0.493	3.8	43.9	21.07	5.565	0.833	3.8	25.3		0.6	
250	4500	2000	0.4	22.261	5.628	0.51	4.0	43.6	20.769	5.745	0.771	3.6	26.9		0.7	
250	4500	2000	0.5	21.673	5.655	0.499	3.8	43.4	21.086	5.421	0.865	3.9	24.4		0.6	
250	4750	2000	0	22.913	5.829	0.648	3.9	35.4	22.225	5.684	0.83	3.9	26.8		0.8	
250	4750	2000	0.1	22.984	5.915	0.508	3.9	45.2	22.182	5.845	0.789	3.8	28.1		0.6	
250	4750	2000	0.2	23.198	6.05	0.573	3.8	40.5	22.075	5.85	1.042	3.8	21.2		0.5	
250	4750	2000	0.3	22.986	5.877	0.555	3.9	41.4	22.273	5.704	0.663	3.9	33.6		0.8	
250	4750	2000	0.4	23.151	5.922	0.52	3.9	44.5	22.283	5.805	0.876	3.8	25.4		0.6	
250	4750	2000	0.5	22.99	5.871	0.625	3.9	36.8	22.038	5.941	0.78	3.7	28.3		0.8	
250	5000	2000	0	24.413	6.276	0.565	3.9	43.2	23.465	5.964	0.842	3.9	27.9		0.7	
250	5000	2000	0.1	24.252	6.387	0.52	3.8	46.6	23.253	6.167	0.765	3.8	30.4		0.7	
250	5000	2000	0.2	24.125	6.044	0.566	4.0	42.6	23.351	5.963	0.965	3.9	24.2		0.6	
250	5000	2000	0.3	24.298	6.389	0.622	3.8	39.1	23.5	6.143	0.873	3.8	26.9		0.7	
250	5000	2000	0.4	25.091	6.238	0.655	4.0	38.3	23.509	5.987	0.803	3.9	29.3		0.8	
250	5000	2000	0.5	24.094	6.384	0.536	3.8	45.0	23.434	6.146	0.904	3.8	25.9		0.6	
250	5250	2000	0	25.451	6.343	0.509	4.0	50.0	24.495	6.294	0.99	3.9	24.7		0.5	
250	5250	2000	0.1	25.361	6.678	0.568	3.8	44.6	24.494	6.45	1.025	3.8	23.9		0.6	
250	5250	2000	0.2	25.483	6.597	0.572	3.9	44.6	24.505	6.297	1.012	3.9	24.2		0.6	
250	5250	2000	0.3	25.517	6.58	0.565	3.9	45.2	24.419	6.438	0.701	3.8	34.8		0.8	
250	5250	2000	0.4	25.964	6.508	0.528	4.0	49.2	24.551	6.47	1.037	3.8	23.7		0.5	
250	5250	2000	0.5	25.502	6.578	0.585	3.9	43.6	24.497	6.34	0.898	3.9	27.3		0.7	
250	5500	2000	0	26.858	6.685	0.599	4.0	44.8	25.679	6.847	0.977	3.8	26.3		0.6	
250	5500	2000	0.1	26.621	6.834	0.559	3.9	47.6	25.74	6.673	0.812	3.9	31.7		0.7	
250	5500	2000	0.2	26.964	6.844	0.492	3.9	54.8	30.075	6.624	0.98	4.5	30.7		0.5	
250	5500	2000	0.3	27.66	6.697	0.659	4.1	42.0	25.765	6.772	0.951	3.8	27.1		0.7	
250	5500	2000	0.4	26.724	6.733	0.527	4.0	50.7	25.672	6.777	0.928	3.8	27.7		0.6	
250	5500	2000	0.5	26.853	6.655	0.558	4.0	48.1	25.802	6.647	0.911	3.9	28.3		0.6	
250	5750	2000	0	28.056	6.885	0.682	4.1	41.1	26.843	6.895	1.142	3.9	23.5		0.6	
250	5750	2000	0.1	28.09	6.889	0.606	4.1	46.4	26.941	7.01	1.143	3.8	23.6		0.5	
250	5750	2000	0.2	28.002	6.94	0.528	4.0	53.0	26.889	6.983	0.899	3.9	29.9		0.6	
250	5750	2000	0.3	28.155	6.902	0.68	4.1	41.4	26.916	7.082	0.846	3.8	31.8		0.8	
250	5750	2000	0.4	28.107	7.112	0.615	4.0	45.7	26.837	7.077	1.006	3.8	26.7		0.6	
250	5750	2000	0.5	28.659	6.848	0.52	4.2	55.1	27.113	7.101	1.097	3.8	24.7		0.5	
250	6000	2000	0	29.356	7.463	0.546	3.9	53.8	28.017	7.164	1.011	3.9	27.7		0.5	
250	6000	2000	0.1	29.325	7.448	0.582	3.9	50.4	28.04	7.197	1.072	3.9	26.2		0.5	
250	6000	2000	0.2	29.325	7.47	0.723	3.9	40.6	28.448	7.202	1.036	4.0	27.5		0.7	
250	6000	2000	0.3	30.412	7.349	0.694	4.1	43.8	28.077	7.194	1.129	3.9	24.9		0.6	
250	6000	2000	0.4	29.324	7.421	0.598	4.0	49.0	27.99	7.215	1.191	3.9	23.5		0.5	
250	6000	2000	0.5	29.3	7.497	0.511	3.9	57.3	27.991	7.373	1.039	3.8	26.9		0.5	
250	6250	2000	0	30.581	7.75	0.506	3.9	60.4	29.257	7.628	1.156	3.8	25.3		0.4	
250	6250	2000	0.1	30.527	7.704	0.74	4.0	41.3	40.871	7.659	0.979	5.3	41.7		0.8	
250	6250	2000	0.2	30.626	7.79	0.595	3.9	51.5	29.27	7.478	1.267	3.9	23.1		0.5	
250	6250	2000	0.3	30.75	7.645	0.585	4.0	52.6	29.524	7.635	1.042	3.9	28.3		0.6	
250	6250	2000	0.4	30.53	7.695	0.786	4.0	38.8	29.206	7.596	1.009	3.8	28.9		0.8	
250	6250	2000	0.5	31.656	7.837	0.7	4.0	45.2	29.257	7.613	1.04	3.8	28.1		0.7	
250	6500	2000	0	31.946	8.126	0.722	3.9	44.2	30.647	7.732	0.953	4.0	32.2		0.8	
250	6500	2000	0.1	31.969	8.158	0.711	3.9	45.0	30.296	7.911	1.035	3.8	29.3		0.7	
250	6500	2000	0.2	32.371	8.205	0.62	3.9	52.2	30.54	8.013	1.126	3.8	27.1		0.6	
250	6500	2000	0.3	31.834	8.125	0.559	3.9	56.9	30.563	7.776	0.948	3.9	32.2		0.6	
250	6500	2000	0.4	32.171	7.96	0.524	4.0	61.4	30.313	7.952	1.072	3.8	28.3		0.5	
250	6500	2000	0.5	31.893	8.251	0.702	3.9	45.4	30.513	7.947	1.057	3.8	28.9		0.7	
250	6750	2000	0	33.115	8.405	0.698	3.9	47.4	31.504	8.124	1.05	3.9	30.0		0.7	
250	6750	2000	0.1	33.092	8.478	0.75	3.9	44.1	31.762	8.215	1.187	3.9	26.8		0.6	
250	6750	2000	0.2	33.156	8.417	0.644	3.9	51.5	31.545	8.237	0.96	3.8	32.9		0.7	
250	6750	2000	0.3	33.171	8.38	0.687	4.0	48.3	31.786	8.187	1.239	3.9	25.7		0.6	
250	6750	2000	0.4	33.233	8.326	0.65	4.0	51.1	31.582	8.355	1.101	3.8	28.7		0.6	
250	6750	2000	0.5	33.104	8.454	0.648	3.9	51.1	31.744	8.073	1.215	3.9	26.1		0.5	
250	7000	2000	0	34.611	8.506	0.629	4.1	55.0	32.857	8.605	1.207	3.8	27.2		0.5	
250	7000	2000	0.1	34.629	8.552	0.625	4.0	55.4	32.732	8.753	1.279	3.7	25.6		0.5	
250	7000	2000	0.2	34.288	8.685	0.658	3.9	52.1	32.73	8.577	1.217	3.8	26.9		0.5	
250	7000	2000	0.3	34.43	8.555	0.739	4.0	46.6	33.115	8.235	1.219	4.0	27.2		0.6	
250	7000	2000	0.4	34.585	8.513	0.607	4.1	57.0	32.797	8.679	1.122	3.8	29.2		0.5	
250	7000	2000	0.5	34.833	8.553	0.533	4.1	65.4	32.684	8.786	1.012	3.7	32.3		0.5	
250	7250	2000	0	35.651	8.823	0.623	4.0	57.2	33.865	9.022	1.268	3.8	26.7		0.5	
250	7250	2000	0.1	35.794	8.681	0.513	4.1	69.8	33.924	8.925	1.236	3.8	27.4		0.4	
250	7250	2000	0.2	35.992	8.722	0.562	4.1	64.0	34.19	8.922	1.189	3.8	28.8		0.5	
250	7250	2000	0.3	35.826	8.701	0.649	4.1	55.2	34.06	8.941	1.237	3.8	27.5		0.5	
250	7250	2000	0.4	35.726	9.01	0.647	4.0	55.2	34.039	8.947	1.206	3.8	28.2		0.5	
250	7250	2000	0.5	35.753	8.73	0.659	4.1	54.3	33.995	8.923	1.188	3.8	28.6		0.6	
250	7500	2000	0	36.89	9.258	0.692	4.0	53.3	35.3	9.026	1.142	3.9	30.9		0.6	
250	7500	2000	0.1	36.988	9.212	0.689	4.0	53.7	35.38	8.97	1.171	3.9	30.2		0.6	
250	7500	2000	0.2	37.042	9.165	0.756	4.0	49.0	35.383	8.976	1.127	3.9	31.4		0.7	
250	7500	2000	0.3	36.893	9.092	0.864	4.1	42.7	44.047	8.882	1.17	5.0	37.6		0.7	
250	7500	2000	0.4	36.946	9.32	0.686	4.0	53.9	35.356	8.98	1.282	3.9	27.6		0.5	
250	7500	2000	0.5	36.956	9.267	0.726	4.0	50.9	35.399	8.94	1.285	4.0	27.5		0.6	
250	7750	2000	0	38.26	9.504	0.71	4.0	53.9	36.558	9.24	1.384	4.0	26.4		0.5	
250	7750	2000	0.1	38.301	9.467	0.682	4.0	56.2	36.526	9.216	1.283	4.0	28.5		0.5	
250	7750	2000	0.2	38.328	9.58	0.669	4.0	57.3	36.542	9.245	1.138	4.0	32.1		0.6	
250	7750	2000	0.3	39.213	9.727	0.736	4.0	53.3	36.565	9.128	1.113	4.0	32.9		0.7	
250	7750	2000	0.4	38.699	9.847	0.623	3.9	62.1	36.818	9.247	1.185	4.0	31.1		0.5	
250	7750	2000	0.5	39.538	9.742	0.712	4.1	55.5	36.624	9.216	1.251	4.0	29.3		0.6	
250	8000	2000	0	39.708	9.985	0.683	4.0	58.1	37.685	9.479	1.257	4.0	30.0		0.5	
250	8000	2000	0.1	39.575	10.114	0.782	3.9	50.6	37.646	9.45	1.067	4.0	35.3		0.7	
250	8000	2000	0.2	39.683	10.104	0.638	3.9	62.2	37.703	9.488	1.672	4.0	22.5		0.4	
250	8000	2000	0.3	39.98	10.064	0.806	4.0	49.6	39.279	9.54	1.247	4.1	31.5		0.6	
250	8000	2000	0.4	39.626	10.04	0.615	3.9	64.4	37.545	9.37	1.043	4.0	36.0		0.6	
250	8000	2000	0.5	39.653	10.33	0.647	3.8	61.3	37.622	9.478	1.2	4.0	31.4		0.5	
250	8250	2000	0	41.029	10.24	0.561	4.0	73.1	38.823	9.772	1.448	4.0	26.8		0.4	
250	8250	2000	0.1	40.992	10.231	0.618	4.0	66.3	38.815	9.798	1.271	4.0	30.5		0.5	
250	8250	2000	0.2	41.842	10.088	0.669	4.1	62.5	38.801	9.804	1.196	4.0	32.4		0.6	
250	8250	2000	0.3	41.111	10.151	0.662	4.0	62.1	38.82	9.739	1.09	4.0	35.6		0.6	
250	8250	2000	0.4	41.067	10.169	0.821	4.0	50.0	38.885	9.742	1.408	4.0	27.6		0.6	
250	8250	2000	0.5	41.116	10.091	0.69	4.1	59.6	38.912	9.792	1.118	4.0	34.8		0.6	
250	8500	2000	0	42.234	10.276	0.831	4.1	50.8	39.886	10.112	1.49	3.9	26.8		0.6	
250	8500	2000	0.1	42.181	10.27	0.756	4.1	55.8	40.5	10.647	1.172	3.8	34.6		0.6	
250	8500	2000	0.2	42.367	10.27	0.827	4.1	51.2	39.995	10.01	1.167	4.0	34.3		0.7	
250	8500	2000	0.3	42.543	10.332	0.797	4.1	53.4	39.947	10.001	1.192	4.0	33.5		0.7	
250	8500	2000	0.4	42.372	10.562	0.763	4.0	55.5	39.925	10.108	1.509	3.9	26.5		0.5	
250	8500	2000	0.5	42.403	10.285	0.728	4.1	58.2	39.726	10.154	1.598	3.9	24.9		0.5	
250	8750	2000	0	43.615	10.851	0.776	4.0	56.2	41.433	10.614	1.61	3.9	25.7		0.5	
250	8750	2000	0.1	43.525	10.664	0.71	4.1	61.3	41.878	10.514	1.422	4.0	29.5		0.5	
250	8750	2000	0.2	43.578	10.974	0.833	4.0	52.3	41.077	10.488	1.378	3.9	29.8		0.6	
250	8750	2000	0.3	43.648	10.844	0.816	4.0	53.5	41.031	10.5	1.632	3.9	25.1		0.5	
250	8750	2000	0.4	44.206	10.799	0.733	4.1	60.3	40.926	10.683	1.813	3.8	22.6		0.4	
250	8750	2000	0.5	43.636	10.642	0.763	4.1	57.2	41.122	10.349	1.318	4.0	31.2		0.6	
250	9000	2000	0	45.329	11.146	0.794	4.1	57.1	42.067	10.867	1.389	3.9	30.3		0.6	
250	9000	2000	0.1	44.912	11.215	0.76	4.0	59.1	42.271	10.656	1.222	4.0	34.6		0.6	
250	9000	2000	0.2	44.887	11.193	0.753	4.0	59.6	42.139	10.831	1.308	3.9	32.2		0.6	
250	9000	2000	0.3	44.879	11.108	0.665	4.0	67.5	42.268	10.695	1.306	4.0	32.4		0.5	
250	9000	2000	0.4	44.878	11.18	0.633	4.0	70.9	42.109	10.788	1.431	3.9	29.4		0.4	
250	9000	2000	0.5	44.883	11.129	0.735	4.0	61.1	42.347	10.825	1.414	3.9	29.9		0.5	
250	9250	2000	0	46.239	11.45	0.866	4.0	53.4	43.497	10.984	1.685	4.0	25.8		0.5	
250	9250	2000	0.1	46.171	11.497	0.702	4.0	65.8	43.354	11.102	1.131	3.9	38.3		0.6	
250	9250	2000	0.2	46.41	11.33	0.738	4.1	62.9	43.348	11.274	1.283	3.8	33.8		0.6	
250	9250	2000	0.3	46.427	11.614	0.817	4.0	56.8	43.452	11.018	1.384	3.9	31.4		0.6	
250	9250	2000	0.4	46.316	11.604	0.692	4.0	66.9	43.391	11.148	1.466	3.9	29.6		0.5	
250	9250	2000	0.5	46.288	11.368	0.696	4.1	66.5	43.333	11.13	1.494	3.9	29.0		0.5	
250	9500	2000	0	47.693	11.909	0.804	4.0	59.3	45.082	11.578	1.452	3.9	31.0		0.6	
250	9500	2000	0.1	47.584	12.013	0.639	4.0	74.5	58.523	10.999	1.459	5.3	40.1		0.4	
250	9500	2000	0.2	47.565	12.025	0.649	4.0	73.3	44.556	11.359	1.567	3.9	28.4		0.4	
250	9500	2000	0.3	47.607	11.986	0.771	4.0	61.7	44.537	11.545	1.303	3.9	34.2		0.6	
250	9500	2000	0.4	47.637	11.997	0.709	4.0	67.2	44.625	11.471	1.505	3.9	29.7		0.5	
250	9500	2000	0.5	48.876	11.843	0.659	4.1	74.2	44.558	11.28	1.492	4.0	29.9		0.4	
250	9750	2000	0	49.13	12.359	0.873	4.0	56.3	45.829	11.66	1.571	3.9	29.2		0.6	
250	9750	2000	0.1	48.957	12.127	0.79	4.0	62.0	45.625	11.73	1.404	3.9	32.5		0.6	
250	9750	2000	0.2	49.104	11.997	0.938	4.1	52.3	45.687	11.706	1.625	3.9	28.1		0.6	
250	9750	2000	0.3	48.975	12.176	0.802	4.0	61.1	45.698	11.679	1.55	3.9	29.5		0.5	
250	9750	2000	0.4	49.355	12.111	0.678	4.1	72.8	45.694	11.747	1.425	3.9	32.1		0.5	
250	9750	2000	0.5	49.002	11.938	0.854	4.1	57.4	45.703	11.854	1.476	3.9	31.0		0.6	
250	10000	2000	0	50.391	12.447	0.855	4.0	58.9	46.898	12.076	1.729	3.9	27.1		0.5	
250	10000	2000	0.1	50.419	12.365	0.938	4.1	53.8	46.986	12.082	1.659	3.9	28.3		0.6	
250	10000	2000	0.2	50.519	12.56	0.954	4.0	53.0	46.915	12.126	1.27	3.9	36.9		0.8	
250	10000	2000	0.3	50.397	12.424	1.07	4.1	47.1	46.892	12.03	1.477	3.9	31.7		0.7	
250	10000	2000	0.4	50.351	12.48	1.123	4.0	44.8	49.563	11.765	1.483	4.2	33.4		0.8	
250	10000	2000	0.5	50.36	12.325	0.989	4.1	50.9	46.936	12.118	1.418	3.9	33.1		0.7	
250	250	2250	0	1.423	0.333	0.317	4.3	4.5	1.44	0.319	0.088	4.5	16.4		3.6	
250	250	2250	0.1	1.298	0.311	0.278	4.2	4.7	1.41	0.312	0.147	4.5	9.6		1.9	
250	250	2250	0.2	1.286	0.315	0.294	4.1	4.4	1.421	0.355	0.374	4.0	3.8		0.8	
250	250	2250	0.3	1.388	0.359	0.313	3.9	4.4	1.452	0.318	0.222	4.6	6.5		1.4	
250	250	2250	0.4	1.439	0.332	0.318	4.3	4.5	1.399	0.361	0.121	3.9	11.6		2.6	
250	250	2250	0.5	1.29	0.316	0.261	4.1	4.9	1.37	0.31	0.203	4.4	6.7		1.3	
250	500	2250	0	2.585	0.659	0.299	3.9	8.6	2.615	0.616	0.141	4.2	18.5		2.1	
250	500	2250	0.1	2.758	0.669	0.351	4.1	7.9	2.626	0.651	0.149	4.0	17.6		2.4	
250	500	2250	0.2	2.552	0.621	0.315	4.1	8.1	2.74	0.664	0.161	4.1	17.0		2.0	
250	500	2250	0.3	2.868	0.66	0.275	4.3	10.4	2.661	0.634	0.108	4.2	24.6		2.5	
250	500	2250	0.4	2.553	0.622	0.292	4.1	8.7	2.591	0.613	0.213	4.2	12.2		1.4	
250	500	2250	0.5	2.807	0.698	0.302	4.0	9.3	2.615	0.621	0.12	4.2	21.8		2.5	
250	750	2250	0	3.818	0.95	0.404	4.0	9.5	3.96	0.984	0.282	4.0	14.0		1.4	
250	750	2250	0.1	4.112	0.998	0.401	4.1	10.3	3.962	0.92	0.137	4.3	28.9		2.9	
250	750	2250	0.2	4.148	0.992	0.411	4.2	10.1	3.823	0.976	0.14	3.9	27.3		2.9	
250	750	2250	0.3	3.973	0.995	0.351	4.0	11.3	4.033	0.996	0.178	4.0	22.7		2.0	
250	750	2250	0.4	4.047	0.939	0.435	4.3	9.3	3.871	0.927	0.174	4.2	22.2		2.5	
250	750	2250	0.5	4.102	1.003	0.369	4.1	11.1	3.859	0.952	0.138	4.1	28.0		2.7	
250	1000	2250	0	5.384	1.284	0.396	4.2	13.6	5.298	1.291	0.263	4.1	20.1		1.5	
250	1000	2250	0.1	5.424	1.267	0.409	4.3	13.3	5.106	1.23	0.154	4.2	33.2		2.7	
250	1000	2250	0.2	5.321	1.317	0.336	4.0	15.8	5.34	1.259	0.179	4.2	29.8		1.9	
250	1000	2250	0.3	5.264	1.323	0.426	4.0	12.4	5.12	1.219	0.248	4.2	20.6		1.7	
250	1000	2250	0.4	5.287	1.326	0.309	4.0	17.1	5.35	1.254	0.185	4.3	28.9		1.7	
250	1000	2250	0.5	5.283	1.291	0.322	4.1	16.4	5.134	1.249	0.199	4.1	25.8		1.6	
250	1250	2250	0	6.737	1.675	0.344	4.0	19.6	6.591	1.567	0.235	4.2	28.0		1.5	
250	1250	2250	0.1	6.751	1.655	0.365	4.1	18.5	6.378	1.541	0.21	4.1	30.4		1.7	
250	1250	2250	0.2	6.706	1.594	0.32	4.2	21.0	6.54	1.626	0.292	4.0	22.4		1.1	
250	1250	2250	0.3	6.716	1.568	0.408	4.3	16.5	6.338	1.557	0.362	4.1	17.5		1.1	
250	1250	2250	0.4	6.594	1.663	0.493	4.0	13.4	6.62	1.558	0.311	4.2	21.3		1.6	
250	1250	2250	0.5	6.573	1.646	0.504	4.0	13.0	6.397	1.635	0.264	3.9	24.2		1.9	
250	1500	2250	0	8.142	2.002	0.37	4.1	22.0	7.75	1.856	0.346	4.2	22.4		1.1	
250	1500	2250	0.1	8.114	1.883	0.394	4.3	20.6	9.642	1.91	0.337	5.0	28.6		1.2	
250	1500	2250	0.2	7.835	1.993	0.405	3.9	19.3	7.908	1.886	0.476	4.2	16.6		0.9	
250	1500	2250	0.3	8.144	2.02	0.439	4.0	18.6	7.637	1.922	0.336	4.0	22.7		1.3	
250	1500	2250	0.4	8.07	1.87	0.47	4.3	17.2	7.839	1.95	0.322	4.0	24.3		1.5	
250	1500	2250	0.5	7.851	1.981	0.454	4.0	17.3	7.826	1.976	0.321	4.0	24.4		1.4	
250	1750	2250	0	9.694	2.221	0.355	4.4	27.3	9.164	2.27	0.575	4.0	15.9		0.6	
250	1750	2250	0.1	9.088	2.473	0.467	3.7	19.5	8.991	2.353	0.404	3.8	22.3		1.2	
250	1750	2250	0.2	9.549	2.193	0.37	4.4	25.8	9.194	2.203	0.302	4.2	30.4		1.2	
250	1750	2250	0.3	9.379	2.382	0.43	3.9	21.8	9.222	2.223	0.407	4.1	22.7		1.1	
250	1750	2250	0.4	9.592	2.264	0.427	4.2	22.5	9.059	2.351	0.484	3.9	18.7		0.9	
250	1750	2250	0.5	9.619	2.229	0.416	4.3	23.1	9.215	2.236	0.355	4.1	26.0		1.2	
