				R openBLAS					R MKL					MKL vs openBLAS		
				Runtime			Speedup		Runtime			Speedup		Mean & stdev	1.3	0.7
p	n	m	missing	cor	naive	matrix	naive	matrix	cor	naive	matrix	naive	matrix			
250	1500	1750	0.2	6.3	1.478	0.34	4.3	18.5	5.974	1.468	0.222	4.1	26.9		1.5	
250	1500	1750	0.3	6.005	1.478	0.34	4.1	17.7	6.114	1.484	0.303	4.1	20.2		1.1	
250	1500	1750	0.4	6.067	1.432	0.35	4.2	17.3	6.053	1.470	0.319	4.1	19.0		1.1	
250	1500	1750	0.5	5.99	1.475	0.36	4.1	16.6	6.374	1.460	0.336	4.4	19.0		1.1	
250	1750	1750	0	7.117	1.727	0.355	4.1	20.0	7.109	1.836	0.334	3.9	21.3		1.1	
250	1750	1750	0.1	7.173	1.688	0.386	4.2	18.6	7.108	1.722	0.291	4.1	24.4		1.3	
250	1750	1750	0.2	7.098	1.732	0.344	4.1	20.6	7.039	1.788	0.354	3.9	19.9		1.0	
250	1750	1750	0.3	7.065	1.721	0.389	4.1	18.2	7.071	1.672	0.387	4.2	18.3		1.0	
250	1750	1750	0.4	7.057	1.675	0.387	4.2	18.2	7.284	1.742	0.351	4.2	20.8		1.1	
250	1750	1750	0.5	6.957	1.712	0.437	4.1	15.9	7.009	1.786	0.349	3.9	20.1		1.3	
250	2000	1750	0	8.201	1.917	0.397	4.3	20.7	8.135	1.969	0.405	4.1	20.1		1.0	
250	2000	1750	0.1	8.182	1.983	0.428	4.1	19.1	8.128	1.981	0.378	4.1	21.5		1.1	
250	2000	1750	0.2	7.985	1.952	0.411	4.1	19.4	8.041	2.089	0.415	3.8	19.4		1.0	
250	2000	1750	0.3	8.212	1.913	0.447	4.3	18.4	8.037	1.978	0.256	4.1	31.4		1.7	
250	2000	1750	0.4	8.171	1.97	0.492	4.1	16.6	8.149	1.989	0.311	4.1	26.2		1.6	
250	2000	1750	0.5	7.984	1.942	0.385	4.1	20.7	8.157	1.987	0.430	4.1	19.0		0.9	
250	2250	1750	0	9.281	2.173	0.407	4.3	22.8	9.190	2.304	0.494	4.0	18.6		0.8	
250	2250	1750	0.1	9.213	2.168	0.446	4.2	20.7	10.037	2.249	0.338	4.5	29.7		1.3	
250	2250	1750	0.2	9.201	2.16	0.389	4.3	23.7	9.973	2.266	0.587	4.4	17.0		0.7	
250	2250	1750	0.3	9.226	2.172	0.445	4.2	20.7	9.162	2.254	0.375	4.1	24.4		1.2	
250	2250	1750	0.4	9.23	2.181	0.403	4.2	22.9	9.189	2.279	0.377	4.0	24.4		1.1	
250	2250	1750	0.5	9.285	2.174	0.303	4.3	30.6	9.163	2.269	0.457	4.0	20.1		0.7	
250	2500	1750	0	10.198	2.495	0.418	4.1	24.4	10.199	2.508	0.650	4.1	15.7		0.6	
250	2500	1750	0.1	10.186	2.488	0.408	4.1	25.0	10.135	2.655	0.435	3.8	23.3		0.9	
250	2500	1750	0.2	10.224	2.463	0.307	4.2	33.3	10.219	2.558	0.507	4.0	20.2		0.6	
250	2500	1750	0.3	10.115	2.581	0.434	3.9	23.3	10.325	2.533	0.476	4.1	21.7		0.9	
250	2500	1750	0.4	9.957	2.583	0.361	3.9	27.6	10.229	2.494	0.506	4.1	20.2		0.7	
250	2500	1750	0.5	10.207	2.476	0.381	4.1	26.8	10.107	2.573	0.416	3.9	24.3		0.9	
250	2750	1750	0	11.093	2.837	0.375	3.9	29.6	11.161	2.825	0.390	4.0	28.6		1.0	
250	2750	1750	0.1	11.099	2.869	0.395	3.9	28.1	11.189	2.878	0.506	3.9	22.1		0.8	
250	2750	1750	0.2	11.182	2.756	0.414	4.1	27.0	11.193	2.870	0.474	3.9	23.6		0.9	
250	2750	1750	0.3	11.178	2.808	0.426	4.0	26.2	11.254	2.805	0.375	4.0	30.0		1.1	
250	2750	1750	0.4	11.369	2.906	0.523	3.9	21.7	11.177	2.904	0.430	3.8	26.0		1.2	
250	2750	1750	0.5	11.062	2.915	0.393	3.8	28.1	11.162	2.802	0.401	4.0	27.8		1.0	
250	3000	1750	0	12.089	3.197	0.391	3.8	30.9	12.321	3.119	0.488	4.0	25.2		0.8	
250	3000	1750	0.1	12.068	3.205	0.483	3.8	25.0	12.299	3.065	0.464	4.0	26.5		1.0	
250	3000	1750	0.2	12.275	3.233	0.41	3.8	29.9	12.915	3.135	0.446	4.1	29.0		0.9	
250	3000	1750	0.3	12.095	3.203	0.465	3.8	26.0	12.325	3.194	0.689	3.9	17.9		0.7	
250	3000	1750	0.4	12.105	3.183	0.471	3.8	25.7	12.659	3.071	0.402	4.1	31.5		1.2	
250	3000	1750	0.5	12.314	3.19	0.525	3.9	23.5	12.142	3.219	0.542	3.8	22.4		1.0	
250	3250	1750	0	13.385	3.421	0.409	3.9	32.7	13.327	3.355	0.542	4.0	24.6		0.8	
250	3250	1750	0.1	13.435	3.391	0.503	4.0	26.7	13.232	3.348	0.417	4.0	31.7		1.2	
250	3250	1750	0.2	13.27	3.332	0.51	4.0	26.0	13.359	3.465	0.737	3.9	18.1		0.7	
250	3250	1750	0.3	13.368	3.392	0.424	3.9	31.5	13.144	3.434	0.658	3.8	20.0		0.6	
250	3250	1750	0.4	13.372	3.453	0.544	3.9	24.6	13.342	3.401	0.477	3.9	28.0		1.1	
250	3250	1750	0.5	13.395	3.396	0.453	3.9	29.6	13.190	3.412	0.505	3.9	26.1		0.9	
250	3500	1750	0	14.224	3.58	0.516	4.0	27.6	14.334	3.651	0.608	3.9	23.6		0.8	
250	3500	1750	0.1	14.252	3.714	0.517	3.8	27.6	14.126	3.775	0.734	3.7	19.2		0.7	
250	3500	1750	0.2	14.351	3.663	0.45	3.9	31.9	14.363	3.644	0.441	3.9	32.6		1.0	
250	3500	1750	0.3	14.388	3.634	0.49	4.0	29.4	14.188	3.694	0.546	3.8	26.0		0.9	
250	3500	1750	0.4	14.236	3.573	0.426	4.0	33.4	14.374	3.621	0.655	4.0	21.9		0.7	
250	3500	1750	0.5	14.28	3.693	0.558	3.9	25.6	14.230	3.746	0.684	3.8	20.8		0.8	
250	3750	1750	0	15.445	3.849	0.468	4.0	33.0	15.318	3.947	0.838	3.9	18.3		0.6	
250	3750	1750	0.1	15.274	4.012	0.435	3.8	35.1	19.709	4.008	0.753	4.9	26.2		0.6	
250	3750	1750	0.2	15.446	3.923	0.472	3.9	32.7	15.386	3.857	0.835	4.0	18.4		0.6	
250	3750	1750	0.3	15.621	3.943	0.522	4.0	29.9	15.600	3.913	0.655	4.0	23.8		0.8	
250	3750	1750	0.4	15.232	3.913	0.526	3.9	29.0	15.264	4.014	0.592	3.8	25.8		0.9	
250	3750	1750	0.5	15.482	3.94	0.524	3.9	29.5	15.223	3.931	0.810	3.9	18.8		0.6	
250	4000	1750	0	16.475	4.228	0.399	3.9	41.3	16.452	4.184	0.555	3.9	29.6		0.7	
250	4000	1750	0.1	16.309	4.238	0.524	3.8	31.1	16.608	4.151	0.905	4.0	18.4		0.6	
250	4000	1750	0.2	16.436	4.171	0.516	3.9	31.9	16.362	4.240	0.689	3.9	23.7		0.7	
250	4000	1750	0.3	16.659	4.131	0.449	4.0	37.1	16.279	4.312	0.561	3.8	29.0		0.8	
250	4000	1750	0.4	16.688	4.166	0.608	4.0	27.4	16.251	4.136	0.816	3.9	19.9		0.7	
250	4000	1750	0.5	16.36	4.177	0.471	3.9	34.7	16.488	4.174	0.735	4.0	22.4		0.6	
250	4250	1750	0	17.684	4.379	0.483	4.0	36.6	17.435	4.493	0.602	3.9	29.0		0.8	
250	4250	1750	0.1	17.692	4.39	0.56	4.0	31.6	17.538	4.479	0.720	3.9	24.4		0.8	
250	4250	1750	0.2	17.331	4.629	0.549	3.7	31.6	17.383	4.473	0.778	3.9	22.3		0.7	
250	4250	1750	0.3	17.331	4.511	0.588	3.8	29.5	17.378	4.488	0.612	3.9	28.4		1.0	
250	4250	1750	0.4	17.565	4.579	0.551	3.8	31.9	17.442	4.518	0.702	3.9	24.8		0.8	
250	4250	1750	0.5	17.364	4.513	0.529	3.8	32.8	17.395	4.507	0.628	3.9	27.7		0.8	
250	4500	1750	0	18.354	4.931	0.475	3.7	38.6	18.316	4.766	0.757	3.8	24.2		0.6	
250	4500	1750	0.1	19.133	4.907	0.555	3.9	34.5	18.883	4.824	0.768	3.9	24.6		0.7	
250	4500	1750	0.2	18.682	4.919	0.617	3.8	30.3	18.406	4.714	0.814	3.9	22.6		0.8	
250	4500	1750	0.3	18.584	4.944	0.632	3.8	29.4	18.435	4.745	0.736	3.9	25.0		0.9	
250	4500	1750	0.4	18.391	4.919	0.52	3.7	35.4	18.471	4.766	0.700	3.9	26.4		0.7	
250	4500	1750	0.5	18.432	4.92	0.541	3.7	34.1	18.407	4.754	0.599	3.9	30.7		0.9	
250	4750	1750	0	19.443	5.143	0.481	3.8	40.4	19.605	4.943	0.749	4.0	26.2		0.6	
250	4750	1750	0.1	19.683	5.162	0.523	3.8	37.6	19.371	5.101	0.815	3.8	23.8		0.6	
250	4750	1750	0.2	19.889	5.171	0.635	3.8	31.3	19.308	5.131	0.766	3.8	25.2		0.8	
250	4750	1750	0.3	19.903	5.181	0.582	3.8	34.2	19.438	5.080	0.711	3.8	27.3		0.8	
250	4750	1750	0.4	19.913	5.169	0.526	3.9	37.9	20.144	4.997	0.665	4.0	30.3		0.8	
250	4750	1750	0.5	20.147	5.187	0.521	3.9	38.7	22.903	5.025	0.792	4.6	28.9		0.7	
250	5000	1750	0	21.423	5.263	0.593	4.1	36.1	20.422	5.313	0.812	3.8	25.2		0.7	
250	5000	1750	0.1	20.976	5.391	0.576	3.9	36.4	20.537	5.316	0.816	3.9	25.2		0.7	
250	5000	1750	0.2	20.856	5.335	0.566	3.9	36.8	20.358	5.389	0.805	3.8	25.3		0.7	
250	5000	1750	0.3	20.918	5.395	0.541	3.9	38.7	20.426	5.291	0.750	3.9	27.2		0.7	
250	5000	1750	0.4	20.952	5.392	0.568	3.9	36.9	20.518	5.286	0.774	3.9	26.5		0.7	
250	5000	1750	0.5	20.498	5.352	0.403	3.8	50.9	20.380	5.388	0.815	3.8	25.0		0.5	
250	5250	1750	0	21.554	5.511	0.485	3.9	44.4	21.506	5.486	0.796	3.9	27.0		0.6	
250	5250	1750	0.1	21.721	5.564	0.581	3.9	37.4	21.516	5.631	0.795	3.8	27.1		0.7	
250	5250	1750	0.2	21.972	5.617	0.526	3.9	41.8	21.445	5.532	0.668	3.9	32.1		0.8	
250	5250	1750	0.3	21.83	5.581	0.541	3.9	40.4	21.505	5.678	1.008	3.8	21.3		0.5	
250	5250	1750	0.4	21.572	5.498	0.583	3.9	37.0	21.433	5.554	0.706	3.9	30.4		0.8	
250	5250	1750	0.5	22.158	5.45	0.507	4.1	43.7	21.403	5.672	0.800	3.8	26.8		0.6	
250	5500	1750	0	22.719	5.892	0.507	3.9	44.8	22.538	5.767	0.892	3.9	25.3		0.6	
250	5500	1750	0.1	22.654	5.703	0.537	4.0	42.2	22.510	5.949	0.694	3.8	32.4		0.8	
250	5500	1750	0.2	22.945	5.866	0.591	3.9	38.8	22.525	5.804	0.724	3.9	31.1		0.8	
250	5500	1750	0.3	22.848	5.739	0.499	4.0	45.8	22.493	5.948	0.720	3.8	31.2		0.7	
250	5500	1750	0.4	22.767	5.835	0.556	3.9	40.9	22.456	5.916	0.883	3.8	25.4		0.6	
250	5500	1750	0.5	22.761	5.778	0.564	3.9	40.4	22.462	5.895	0.809	3.8	27.8		0.7	
250	5750	1750	0	23.908	6.053	0.592	3.9	40.4	24.356	6.115	0.933	4.0	26.1		0.6	
250	5750	1750	0.1	23.772	6.034	0.576	3.9	41.3	24.380	6.107	0.882	4.0	27.6		0.7	
250	5750	1750	0.2	23.72	6.1	0.524	3.9	45.3	23.894	6.176	0.827	3.9	28.9		0.6	
250	5750	1750	0.3	23.739	6.149	0.636	3.9	37.3	23.522	6.102	0.886	3.9	26.5		0.7	
250	5750	1750	0.4	23.852	6.044	0.52	3.9	45.9	23.520	6.255	0.894	3.8	26.3		0.6	
250	5750	1750	0.5	23.94	6.032	0.642	4.0	37.3	23.488	6.107	0.757	3.8	31.0		0.8	
250	6000	1750	0	25.164	6.249	0.624	4.0	40.3	24.527	6.493	1.003	3.8	24.5		0.6	
250	6000	1750	0.1	25.1	6.314	0.572	4.0	43.9	24.506	6.453	0.859	3.8	28.5		0.7	
250	6000	1750	0.2	25.103	6.254	0.579	4.0	43.4	24.509	6.310	1.013	3.9	24.2		0.6	
250	6000	1750	0.3	24.8	6.539	0.635	3.8	39.1	24.590	6.369	0.894	3.9	27.5		0.7	
250	6000	1750	0.4	24.976	6.59	0.627	3.8	39.8	24.560	6.437	0.913	3.8	26.9		0.7	
250	6000	1750	0.5	24.853	6.243	0.678	4.0	36.7	24.649	6.429	1.137	3.8	21.7		0.6	
250	6250	1750	0	25.882	6.746	0.472	3.8	54.8	25.610	6.641	0.907	3.9	28.2		0.5	
250	6250	1750	0.1	26.083	6.76	0.653	3.9	39.9	25.660	6.564	0.853	3.9	30.1		0.8	
250	6250	1750	0.2	25.847	6.581	0.597	3.9	43.3	25.704	6.603	0.855	3.9	30.1		0.7	
250	6250	1750	0.3	26.385	6.737	0.56	3.9	47.1	25.636	6.619	0.906	3.9	28.3		0.6	
250	6250	1750	0.4	26.304	6.778	0.616	3.9	42.7	25.673	6.624	0.827	3.9	31.0		0.7	
250	6250	1750	0.5	25.885	6.629	0.649	3.9	39.9	25.679	6.581	0.941	3.9	27.3		0.7	
250	6500	1750	0	27.519	7.069	0.577	3.9	47.7	26.719	6.891	1.080	3.9	24.7		0.5	
250	6500	1750	0.1	27.199	7.101	0.653	3.8	41.7	26.809	6.973	0.904	3.8	29.7		0.7	
250	6500	1750	0.2	27.971	7.041	0.519	4.0	53.9	26.674	6.887	1.034	3.9	25.8		0.5	
250	6500	1750	0.3	27.172	7.085	0.576	3.8	47.2	26.580	6.774	1.022	3.9	26.0		0.6	
250	6500	1750	0.4	27.453	7.157	0.556	3.8	49.4	26.687	6.910	1.195	3.9	22.3		0.5	
250	6500	1750	0.5	27.407	7.175	0.582	3.8	47.1	26.654	6.939	0.931	3.8	28.6		0.6	
250	6750	1750	0	28.217	7.291	0.663	3.9	42.6	27.954	7.269	1.042	3.8	26.8		0.6	
250	6750	1750	0.1	28.515	7.279	0.665	3.9	42.9	27.724	7.036	0.920	3.9	30.1		0.7	
250	6750	1750	0.2	28.253	7.254	0.639	3.9	44.2	27.652	7.142	1.135	3.9	24.4		0.6	
250	6750	1750	0.3	28.651	7.242	0.55	4.0	52.1	27.825	7.073	0.969	3.9	28.7		0.6	
250	6750	1750	0.4	28.206	7.124	0.504	4.0	56.0	27.759	7.112	1.231	3.9	22.5		0.4	
250	6750	1750	0.5	28.115	7.113	0.505	4.0	55.7	27.779	7.175	1.130	3.9	24.6		0.4	
250	7000	1750	0	29.465	7.448	0.478	4.0	61.6	28.682	7.505	1.745	3.8	16.4		0.3	
250	7000	1750	0.1	29.239	7.47	0.579	3.9	50.5	29.529	7.738	0.854	3.8	34.6		0.7	
250	7000	1750	0.2	29.32	7.434	0.74	3.9	39.6	28.936	7.453	0.983	3.9	29.4		0.8	
250	7000	1750	0.3	29.056	7.487	0.534	3.9	54.4	28.728	7.461	0.876	3.9	32.8		0.6	
250	7000	1750	0.4	29.11	7.351	0.551	4.0	52.8	28.566	7.371	1.245	3.9	22.9		0.4	
250	7000	1750	0.5	29.302	7.449	0.621	3.9	47.2	28.942	7.405	0.757	3.9	38.2		0.8	
250	7250	1750	0	30.615	7.595	0.646	4.0	47.4	36.028	7.520	1.290	4.8	27.9		0.5	
250	7250	1750	0.1	30.435	7.654	0.631	4.0	48.2	29.831	7.745	0.815	3.9	36.6		0.8	
250	7250	1750	0.2	30.528	7.717	0.695	4.0	43.9	29.626	7.738	0.851	3.8	34.8		0.8	
250	7250	1750	0.3	30.605	7.73	0.616	4.0	49.7	29.811	7.715	0.910	3.9	32.8		0.7	
250	7250	1750	0.4	30.296	7.543	0.623	4.0	48.6	29.764	7.843	1.064	3.8	28.0		0.6	
250	7250	1750	0.5	30.343	7.634	0.678	4.0	44.8	29.694	7.693	1.023	3.9	29.0		0.7	
250	7500	1750	0	31.44	8.212	0.671	3.8	46.9	31.614	7.869	1.059	4.0	29.9		0.6	
250	7500	1750	0.1	31.499	7.907	0.58	4.0	54.3	35.688	8.012	1.004	4.5	35.5		0.6	
250	7500	1750	0.2	31.588	8.012	0.721	3.9	43.8	30.972	7.920	0.819	3.9	37.8		0.9	
250	7500	1750	0.3	31.639	7.965	0.519	4.0	61.0	31.122	7.863	0.804	4.0	38.7		0.6	
250	7500	1750	0.4	31.448	7.951	0.629	4.0	50.0	31.036	8.048	1.155	3.9	26.9		0.5	
250	7500	1750	0.5	31.311	7.972	0.654	3.9	47.9	30.881	8.087	0.898	3.8	34.4		0.7	
250	7750	1750	0	32.408	8.182	0.614	4.0	52.8	32.006	8.206	0.925	3.9	34.6		0.7	
250	7750	1750	0.1	32.542	8.322	0.57	3.9	57.1	31.987	8.207	0.816	3.9	39.2		0.7	
250	7750	1750	0.2	32.755	8.103	0.547	4.0	59.9	31.958	8.109	0.860	3.9	37.2		0.6	
250	7750	1750	0.3	32.556	8.298	0.67	3.9	48.6	32.907	8.199	0.978	4.0	33.6		0.7	
250	7750	1750	0.4	32.724	8.194	0.619	4.0	52.9	40.062	8.117	1.293	4.9	31.0		0.5	
250	7750	1750	0.5	32.366	8.435	0.644	3.8	50.3	31.919	8.196	0.970	3.9	32.9		0.7	
250	8000	1750	0	33.467	8.684	0.594	3.9	56.3	32.900	8.469	1.139	3.9	28.9		0.5	
250	8000	1750	0.1	33.792	8.52	0.629	4.0	53.7	32.897	8.447	1.051	3.9	31.3		0.6	
250	8000	1750	0.2	33.681	8.359	0.643	4.0	52.4	33.275	8.401	1.215	4.0	27.4		0.5	
250	8000	1750	0.3	33.614	8.461	0.703	4.0	47.8	32.911	8.464	1.006	3.9	32.7		0.7	
250	8000	1750	0.4	33.65	8.487	0.568	4.0	59.2	32.925	8.351	1.179	3.9	27.9		0.5	
250	8000	1750	0.5	33.944	8.324	0.66	4.1	51.4	32.941	8.427	1.044	3.9	31.6		0.6	
250	8250	1750	0	34.623	8.797	0.761	3.9	45.5	33.962	8.730	1.189	3.9	28.6		0.6	
250	8250	1750	0.1	34.787	8.794	0.66	4.0	52.7	33.964	8.687	1.311	3.9	25.9		0.5	
250	8250	1750	0.2	34.601	8.866	0.684	3.9	50.6	34.009	8.658	1.142	3.9	29.8		0.6	
250	8250	1750	0.3	34.85	8.539	0.744	4.1	46.8	33.938	8.662	1.117	3.9	30.4		0.7	
250	8250	1750	0.4	34.678	8.581	0.912	4.0	38.0	33.944	8.704	0.961	3.9	35.3		0.9	
250	8250	1750	0.5	34.63	8.943	0.55	3.9	63.0	34.055	8.696	1.245	3.9	27.4		0.4	
250	8500	1750	0	36.27	9.105	0.619	4.0	58.6	34.973	8.896	1.214	3.9	28.8		0.5	
250	8500	1750	0.1	36.27	8.961	0.628	4.0	57.8	34.980	8.842	1.130	4.0	31.0		0.6	
250	8500	1750	0.2	36.62	8.902	0.666	4.1	55.0	34.999	8.782	1.212	4.0	28.9		0.5	
250	8500	1750	0.3	35.909	9.039	0.749	4.0	47.9	43.588	8.809	1.220	4.9	35.7		0.6	
250	8500	1750	0.4	35.878	9.036	0.699	4.0	51.3	34.963	8.847	1.254	4.0	27.9		0.6	
250	8500	1750	0.5	36.416	9.088	0.61	4.0	59.7	34.957	8.847	1.351	4.0	25.9		0.5	
250	8750	1750	0	37.128	9.557	0.727	3.9	51.1	45.440	8.940	1.529	5.1	29.7		0.5	
250	8750	1750	0.1	37.064	9.177	0.59	4.0	62.8	35.796	9.123	1.102	3.9	32.5		0.5	
250	8750	1750	0.2	38.104	9.383	0.646	4.1	59.0	35.965	9.065	1.126	4.0	31.9		0.6	
250	8750	1750	0.3	36.963	9.322	0.623	4.0	59.3	36.109	9.104	1.037	4.0	34.8		0.6	
250	8750	1750	0.4	36.805	9.16	0.642	4.0	57.3	35.954	9.067	1.106	4.0	32.5		0.6	
250	8750	1750	0.5	37.081	9.492	0.707	3.9	52.4	35.981	9.147	1.133	3.9	31.8		0.6	
250	9000	1750	0	37.97	9.566	0.555	4.0	68.4	36.957	9.305	1.370	4.0	27.0		0.4	
250	9000	1750	0.1	38.129	9.578	0.62	4.0	61.5	36.788	9.308	1.209	4.0	30.4		0.5	
250	9000	1750	0.2	37.986	9.617	0.577	3.9	65.8	36.915	9.599	1.320	3.8	28.0		0.4	
250	9000	1750	0.3	38.12	9.532	0.581	4.0	65.6	36.999	9.491	0.991	3.9	37.3		0.6	
250	9000	1750	0.4	38.195	9.788	0.633	3.9	60.3	36.986	9.285	1.257	4.0	29.4		0.5	
250	9000	1750	0.5	38.379	9.522	0.686	4.0	55.9	36.918	9.387	1.266	3.9	29.2		0.5	
250	9250	1750	0	39.139	9.88	0.694	4.0	56.4	37.855	9.749	1.471	3.9	25.7		0.5	
250	9250	1750	0.1	39.421	9.887	0.721	4.0	54.7	37.992	9.793	1.300	3.9	29.2		0.6	
250	9250	1750	0.2	39.416	9.882	0.591	4.0	66.7	39.720	9.725	1.291	4.1	30.8		0.5	
250	9250	1750	0.3	39.745	9.862	0.642	4.0	61.9	38.049	9.513	1.313	4.0	29.0		0.5	
250	9250	1750	0.4	39.133	9.975	0.778	3.9	50.3	37.900	9.737	1.378	3.9	27.5		0.6	
250	9250	1750	0.5	39.234	9.755	0.8	4.0	49.0	37.971	9.746	1.261	3.9	30.1		0.6	
250	9500	1750	0	40.235	10.24	0.711	3.9	56.6	38.941	10.042	1.329	3.9	29.3		0.5	
250	9500	1750	0.1	40.452	10.276	0.712	3.9	56.8	39.092	9.865	1.478	4.0	26.4		0.5	
250	9500	1750	0.2	40.367	10.201	0.618	4.0	65.3	39.001	9.959	1.257	3.9	31.0		0.5	
250	9500	1750	0.3	41.433	10.002	0.759	4.1	54.6	39.056	9.872	1.288	4.0	30.3		0.6	
250	9500	1750	0.4	40.459	10.174	0.663	4.0	61.0	38.892	10.139	1.183	3.8	32.9		0.6	
250	9500	1750	0.5	40.332	10.382	0.653	3.9	61.8	39.043	9.918	1.352	3.9	28.9		0.5	
250	9750	1750	0	41.748	10.539	0.583	4.0	71.6	39.935	10.410	1.660	3.8	24.1		0.4	
250	9750	1750	0.1	41.568	10.283	0.766	4.0	54.3	39.942	10.372	1.245	3.9	32.1		0.6	
250	9750	1750	0.2	41.496	10.193	0.77	4.1	53.9	40.405	10.308	1.150	3.9	35.1		0.7	
250	9750	1750	0.3	41.465	10.242	0.655	4.0	63.3	39.980	10.110	1.123	4.0	35.6		0.6	
250	9750	1750	0.4	41.539	10.441	0.639	4.0	65.0	40.041	10.245	1.022	3.9	39.2		0.6	
250	9750	1750	0.5	41.471	10.511	0.603	3.9	68.8	40.062	10.107	1.102	4.0	36.4		0.5	
250	10000	1750	0	42.633	10.511	0.633	4.1	67.4	41.015	10.547	1.102	3.9	37.2		0.6	
250	10000	1750	0.1	42.546	10.475	0.731	4.1	58.2	41.109	10.667	1.338	3.9	30.7		0.5	
250	10000	1750	0.2	42.599	10.721	0.835	4.0	51.0	41.041	10.433	1.344	3.9	30.5		0.6	
250	10000	1750	0.3	42.823	10.509	0.717	4.1	59.7	41.091	10.351	1.509	4.0	27.2		0.5	
250	10000	1750	0.4	43.091	10.702	0.857	4.0	50.3	41.256	10.385	1.547	4.0	26.7		0.6	
250	10000	1750	0.5	42.581	10.66	0.848	4.0	50.2	41.202	10.649	1.288	3.9	32.0		0.7	
250	250	2000	0	1.293	0.317	0.334	4.1	3.9	1.351	0.294	0.24	4.6	5.6		1.4	
250	250	2000	0.1	1.178	0.276	0.268	4.3	4.4	1.351	0.329	0.248	4.1	5.4		1.1	
250	250	2000	0.2	1.147	0.279	0.391	4.1	2.9	1.253	0.283	0.123	4.4	10.2		3.2	
250	250	2000	0.3	1.213	0.304	0.295	4.0	4.1	1.312	0.278	0.089	4.7	14.7		3.3	
250	250	2000	0.4	1.274	0.288	0.329	4.4	3.9	1.216	0.321	0.077	3.8	15.8		4.3	
250	250	2000	0.5	1.17	0.283	0.356	4.1	3.3	1.224	0.281	0.071	4.4	17.2		5.0	
250	500	2000	0	2.434	0.583	0.356	4.2	6.8	2.35	0.551	0.161	4.3	14.6		2.2	
250	500	2000	0.1	2.334	0.552	0.348	4.2	6.7	2.395	0.588	0.217	4.1	11.0		1.6	
250	500	2000	0.2	2.415	0.621	0.328	3.9	7.4	2.389	0.567	0.191	4.2	12.5		1.7	
250	500	2000	0.3	2.284	0.555	0.343	4.1	6.7	2.328	0.547	0.248	4.3	9.4		1.4	
250	500	2000	0.4	2.414	0.592	0.334	4.1	7.2	2.373	0.552	0.212	4.3	11.2		1.6	
250	500	2000	0.5	2.334	0.553	0.432	4.2	5.4	2.35	0.551	0.241	4.3	9.8		1.8	
250	750	2000	0	3.586	0.882	0.377	4.1	9.5	3.597	0.878	0.147	4.1	24.5		2.6	
250	750	2000	0.1	3.399	0.865	0.332	3.9	10.2	3.479	0.829	0.15	4.2	23.2		2.2	
250	750	2000	0.2	3.585	0.823	0.372	4.4	9.6	3.416	0.827	0.171	4.1	20.0		2.2	
250	750	2000	0.3	3.603	0.888	0.329	4.1	11.0	3.558	0.887	0.31	4.0	11.5		1.1	
250	750	2000	0.4	3.469	0.885	0.38	3.9	9.1	3.502	0.831	0.183	4.2	19.1		2.1	
250	750	2000	0.5	3.554	0.827	0.355	4.3	10.0	3.435	0.864	0.229	4.0	15.0		1.6	
250	1000	2000	0	4.804	1.13	0.483	4.3	9.9	4.721	1.154	0.215	4.1	22.0		2.2	
250	1000	2000	0.1	4.736	1.134	0.34	4.2	13.9	4.513	1.113	0.208	4.1	21.7		1.6	
250	1000	2000	0.2	4.731	1.133	0.381	4.2	12.4	4.705	1.134	0.342	4.1	13.8		1.1	
250	1000	2000	0.3	4.722	1.13	0.341	4.2	13.8	4.593	1.087	0.165	4.2	27.8		2.1	
250	1000	2000	0.4	4.727	1.138	0.363	4.2	13.0	4.706	1.115	0.17	4.2	27.7		2.1	
250	1000	2000	0.5	4.713	1.141	0.349	4.1	13.5	4.591	1.128	0.25	4.1	18.4		1.4	
250	1250	2000	0	5.951	1.472	0.31	4.0	19.2	5.819	1.405	0.377	4.1	15.4		0.8	
250	1250	2000	0.1	5.939	1.394	0.424	4.3	14.0	5.738	1.366	0.253	4.2	22.7		1.7	
250	1250	2000	0.2	5.972	1.432	0.393	4.2	15.2	5.8	1.428	0.249	4.1	23.3		1.6	
250	1250	2000	0.3	5.787	1.472	0.339	3.9	17.1	5.663	1.383	0.284	4.1	19.9		1.2	
250	1250	2000	0.4	5.896	1.4	0.368	4.2	16.0	5.891	1.397	0.291	4.2	20.2		1.3	
250	1250	2000	0.5	5.896	1.477	0.379	4.0	15.6	5.689	1.407	0.241	4.0	23.6		1.6	
250	1500	2000	0	7.307	1.646	0.341	4.4	21.4	9.458	1.687	0.284	5.6	33.3		1.2	
250	1500	2000	0.1	6.977	1.709	0.377	4.1	18.5	7.004	1.706	0.268	4.1	26.1		1.4	
250	1500	2000	0.2	6.914	1.715	0.409	4.0	16.9	6.974	1.679	0.271	4.2	25.7		1.5	
250	1500	2000	0.3	7.181	1.761	0.412	4.1	17.4	6.797	1.684	0.386	4.0	17.6		1.1	
250	1500	2000	0.4	7.039	1.649	0.393	4.3	17.9	7.043	1.675	0.344	4.2	20.5		1.1	
250	1500	2000	0.5	6.917	1.731	0.329	4.0	21.0	6.945	1.718	0.332	4.0	20.9		1.0	
250	1750	2000	0	8.124	2.024	0.39	4.0	20.8	8.107	2.024	0.521	4.0	15.6		0.7	
